edad,genero,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante
13,F,Urbana,Premedia,8,Oficial,3,0,2.92,1.96,0,91.6,2,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Particular,0,0,4.6,4.98,0,90.4,2,Secundaria_Completa,0
17,F,Urbana,Premedia,9,Oficial,0,3,2.84,2.16,0,54.6,1,Primaria_Incompleta,1
8,F,Urbana,Primaria,3,Oficial,0,0,3.17,2.85,0,72.5,1,Secundaria_Completa,0
8,M,Urbana,Primaria,3,Oficial,0,0,4.6,4.85,0,100.0,2,Secundaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,3.82,3.82,0,71.6,1,Primaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.64,3.08,0,87.5,3,Universidad,0
9,M,Urbana,Primaria,4,Oficial,2,0,2.0,1.85,3,70.1,1,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,1,0,2.89,2.39,0,76.8,2,Primaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,1,0,2.58,2.24,0,75.2,1,Primaria_Incompleta,0
8,M,Urbana,Primaria,3,Oficial,0,0,2.29,2.46,0,67.4,1,Secundaria_Incompleta,0
10,M,Urbana,Primaria,2,Oficial,0,3,4.08,3.57,0,71.6,1,Universidad,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.37,4.18,0,89.8,2,Secundaria_Incompleta,0
12,F,Rural,Premedia,7,Oficial,0,0,4.72,5.0,0,79.9,2,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.42,4.01,0,72.1,1,Secundaria_Incompleta,0
16,M,Urbana,Media,11,Oficial,0,0,2.53,2.3,0,71.6,1,Primaria_Completa,0
13,F,Rural,Primaria,5,Oficial,0,3,2.93,3.48,0,83.0,2,Secundaria_Incompleta,0
18,F,Urbana,Media,11,Oficial,0,2,4.19,4.28,0,69.8,1,Primaria_Completa,1
17,M,Urbana,Premedia,9,Oficial,0,3,2.88,2.44,0,68.3,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Particular,0,0,4.03,4.16,0,72.2,2,Secundaria_Completa,1
12,F,Urbana,Premedia,7,Oficial,0,0,2.18,2.54,1,71.9,1,Secundaria_Incompleta,0
13,F,Urbana,Premedia,8,Particular,0,0,3.96,3.53,0,68.1,1,Secundaria_Incompleta,0
15,M,Urbana,Premedia,8,Oficial,0,2,3.75,3.66,0,76.2,1,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,2.83,3.01,0,64.8,1,Secundaria_Completa,1
6,F,Rural,Primaria,1,Oficial,0,0,3.31,2.99,0,56.7,1,Secundaria_Incompleta,1
6,M,Urbana,Primaria,1,Oficial,0,0,3.14,2.68,1,66.6,1,Secundaria_Incompleta,0
9,M,Urbana,Primaria,4,Oficial,2,0,2.08,1.93,0,75.0,2,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,2.56,2.75,3,67.3,1,Secundaria_Completa,1
14,F,Rural,Premedia,9,Oficial,0,0,3.97,4.19,0,58.6,1,Secundaria_Incompleta,1
8,M,Rural,Primaria,3,Oficial,0,0,1.63,1.24,3,60.3,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,2.15,2.34,1,87.7,2,Universidad,0
9,F,Rural,Primaria,1,Particular,0,3,2.88,3.2,0,76.2,1,Secundaria_Incompleta,0
7,F,Urbana,Primaria,2,Particular,0,0,4.81,4.77,0,77.4,3,Universidad,0
6,M,Rural,Primaria,1,Oficial,0,0,4.07,3.98,0,91.0,2,Universidad,0
17,M,Urbana,Media,10,Oficial,1,2,2.79,2.17,0,87.8,2,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.12,3.73,0,70.3,2,Secundaria_Completa,1
14,F,Rural,Premedia,8,Oficial,0,1,2.44,1.34,3,72.3,1,Secundaria_Incompleta,0
15,F,Rural,Media,10,Particular,0,0,2.99,3.28,3,71.9,1,Primaria_Completa,0
13,M,Rural,Premedia,8,Oficial,0,0,2.53,3.42,0,74.1,1,Primaria_Completa,0
10,M,Urbana,Primaria,4,Oficial,2,1,1.72,1.93,0,66.3,1,Primaria_Completa,0
16,F,Urbana,Media,11,Oficial,0,0,2.47,2.05,2,69.1,1,Secundaria_Completa,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.26,3.31,0,61.6,1,Primaria_Completa,1
7,F,Urbana,Primaria,2,Oficial,0,0,4.5,4.56,0,93.2,2,Universidad,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.96,3.75,1,94.1,2,Universidad,0
18,M,Urbana,Media,10,Oficial,0,3,2.42,2.52,3,67.5,1,Secundaria_Incompleta,0
16,M,Rural,Media,11,Oficial,0,0,3.85,3.87,1,79.6,1,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.32,3.05,0,98.9,3,Universidad,0
13,M,Rural,Premedia,8,Oficial,2,0,3.23,2.03,2,80.0,2,Universidad,1
10,M,Urbana,Primaria,5,Oficial,0,0,4.9,4.87,3,88.9,3,Universidad,0
11,F,Urbana,Primaria,6,Particular,0,0,3.7,4.02,0,87.9,2,Secundaria_Completa,0
10,F,Urbana,Primaria,5,Particular,1,0,2.75,2.25,3,84.6,2,Secundaria_Incompleta,0
15,F,Urbana,Media,10,Particular,0,0,3.55,3.41,0,57.4,1,Primaria_Completa,1
11,M,Urbana,Primaria,5,Oficial,0,1,3.86,3.78,0,72.4,1,Secundaria_Incompleta,0
9,M,Rural,Primaria,4,Oficial,0,0,3.49,3.8,0,87.8,2,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Particular,0,0,4.62,4.5,0,80.6,2,Secundaria_Completa,0
6,F,Urbana,Primaria,1,Particular,0,0,1.94,1.76,2,68.3,1,Primaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,3.13,2.9,0,72.1,1,Secundaria_Incompleta,1
16,M,Rural,Premedia,9,Oficial,0,2,3.93,3.62,0,79.4,1,Universidad,0
6,M,Urbana,Primaria,1,Oficial,0,0,4.12,4.07,3,79.0,1,Secundaria_Incompleta,0
7,M,Urbana,Primaria,2,Particular,0,0,3.66,4.03,0,76.5,3,Universidad,0
19,M,Urbana,Media,11,Oficial,0,3,4.17,3.31,0,88.0,3,Secundaria_Completa,0
17,F,Urbana,Media,10,Oficial,0,2,2.66,2.61,3,65.7,1,Secundaria_Incompleta,1
7,M,Urbana,Primaria,2,Oficial,0,0,4.94,4.09,0,87.7,2,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Particular,1,0,3.02,2.35,0,62.7,1,Secundaria_Completa,1
11,F,Urbana,Primaria,6,Oficial,0,0,2.38,1.91,2,75.8,1,Secundaria_Incompleta,0
14,M,Urbana,Premedia,8,Oficial,0,1,3.97,4.1,0,85.0,2,Secundaria_Completa,0
6,M,Rural,Primaria,1,Oficial,2,0,2.78,2.24,0,70.0,1,Secundaria_Incompleta,0
14,M,Rural,Premedia,9,Oficial,0,0,3.66,3.65,0,79.5,1,Primaria_Completa,0
13,M,Rural,Primaria,6,Oficial,1,2,2.2,2.07,1,67.8,1,Secundaria_Incompleta,0
18,F,Rural,Media,12,Oficial,0,1,3.6,3.61,3,75.4,1,Secundaria_Completa,0
6,F,Rural,Primaria,1,Oficial,0,0,1.11,2.32,0,67.2,1,Secundaria_Incompleta,0
18,F,Rural,Media,10,Oficial,0,3,4.26,4.24,0,78.1,1,Secundaria_Incompleta,0
15,M,Rural,Media,10,Oficial,0,0,3.44,3.48,1,66.9,1,Primaria_Completa,0
9,F,Rural,Primaria,1,Particular,1,3,2.14,1.59,3,77.5,1,Secundaria_Completa,0
13,F,Rural,Premedia,8,Oficial,0,0,4.16,3.58,0,86.1,2,Secundaria_Completa,0
19,M,Urbana,Media,12,Particular,0,2,3.4,4.05,0,75.2,1,Primaria_Incompleta,0
17,F,Urbana,Media,12,Oficial,1,0,2.92,2.38,0,95.4,2,Secundaria_Completa,0
12,F,Urbana,Premedia,7,Oficial,0,0,4.19,3.5,0,74.1,2,Secundaria_Completa,0
11,M,Urbana,Primaria,5,Particular,0,1,3.67,2.76,0,71.3,1,Secundaria_Incompleta,0
17,F,Urbana,Media,12,Oficial,0,0,2.76,2.55,0,71.3,2,Secundaria_Completa,0
15,M,Urbana,Premedia,9,Oficial,0,1,4.26,5.0,0,56.9,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Oficial,0,0,3.33,3.81,0,58.7,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Particular,0,0,3.47,3.31,0,73.4,2,Secundaria_Completa,1
9,F,Urbana,Primaria,4,Oficial,0,0,2.44,2.63,0,71.7,1,Secundaria_Completa,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.03,3.72,0,72.0,1,Secundaria_Incompleta,0
13,M,Urbana,Premedia,8,Particular,0,0,3.76,4.56,0,68.8,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,3.43,3.63,3,95.8,2,Secundaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,3.11,2.57,0,77.0,1,Primaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,5.0,4.8,0,88.1,3,Universidad,0
19,F,Urbana,Media,11,Oficial,2,3,2.34,2.41,3,60.2,1,Primaria_Completa,0
13,M,Rural,Primaria,6,Oficial,0,2,2.6,2.82,0,77.7,1,Secundaria_Incompleta,0
20,M,Rural,Media,12,Particular,0,3,4.72,4.4,0,86.7,3,Universidad,0
9,M,Rural,Primaria,4,Oficial,0,0,4.2,4.26,0,74.9,1,Secundaria_Incompleta,0
14,M,Urbana,Premedia,8,Oficial,0,1,2.6,2.7,0,57.8,1,Primaria_Completa,1
14,M,Rural,Premedia,9,Particular,0,0,2.16,2.11,3,52.7,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Oficial,2,0,2.61,2.43,0,74.9,1,Secundaria_Completa,1
8,F,Urbana,Primaria,3,Oficial,3,0,2.79,1.94,3,80.7,1,Secundaria_Completa,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.83,4.58,0,95.4,3,Universidad,0
15,F,Urbana,Media,10,Particular,0,0,1.87,2.32,2,55.1,1,Primaria_Completa,1
12,M,Urbana,Premedia,7,Oficial,0,0,3.78,3.92,0,84.3,3,Secundaria_Completa,0
10,M,Rural,Primaria,5,Oficial,0,0,3.64,3.46,0,62.9,1,Secundaria_Incompleta,0
16,F,Rural,Media,11,Oficial,0,0,3.45,3.16,0,77.6,1,Secundaria_Completa,0
13,M,Rural,Premedia,8,Oficial,1,0,2.92,2.29,0,81.4,1,Primaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,4.02,3.75,0,65.6,1,Primaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,2.1,2.27,0,66.8,1,Secundaria_Incompleta,0
16,M,Urbana,Media,11,Oficial,0,0,4.31,4.39,0,69.9,2,Secundaria_Incompleta,1
8,F,Rural,Primaria,3,Particular,0,0,3.47,3.43,0,68.5,1,Secundaria_Incompleta,0
15,F,Rural,Media,10,Oficial,0,0,3.86,4.27,3,73.9,1,Primaria_Completa,0
18,M,Urbana,Media,11,Particular,0,2,2.51,2.19,0,71.7,1,Secundaria_Completa,0
8,M,Rural,Primaria,3,Oficial,0,0,3.13,3.2,3,78.0,2,Secundaria_Incompleta,1
13,F,Urbana,Premedia,8,Particular,0,0,2.85,2.88,0,74.8,1,Secundaria_Incompleta,0
14,M,Rural,Premedia,8,Particular,0,1,2.53,2.71,0,60.9,1,Primaria_Incompleta,1
10,F,Rural,Primaria,5,Oficial,0,0,4.52,4.17,0,91.8,2,Universidad,0
13,M,Urbana,Premedia,7,Oficial,0,1,4.9,4.74,0,92.6,2,Secundaria_Completa,0
20,M,Urbana,Media,12,Oficial,0,3,2.86,2.52,2,59.3,1,Primaria_Incompleta,1
7,F,Urbana,Primaria,2,Oficial,0,0,3.63,3.49,0,87.6,3,Secundaria_Completa,0
12,M,Rural,Premedia,7,Oficial,2,0,3.27,1.92,0,91.2,2,Secundaria_Completa,0
11,M,Rural,Primaria,6,Particular,0,0,4.47,4.4,0,90.9,3,Universidad,0
8,F,Rural,Primaria,3,Oficial,0,0,2.87,3.12,0,94.5,2,Secundaria_Completa,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.07,4.04,3,87.9,2,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Particular,0,0,5.0,4.97,0,93.0,3,Secundaria_Completa,0
14,M,Rural,Premedia,7,Oficial,0,2,3.93,4.34,0,60.3,2,Secundaria_Incompleta,1
10,M,Urbana,Primaria,3,Oficial,0,2,1.76,1.67,0,64.5,1,Primaria_Completa,0
13,F,Urbana,Premedia,8,Particular,0,0,2.45,2.09,0,82.4,2,Secundaria_Incompleta,0
14,M,Rural,Premedia,7,Oficial,1,2,2.77,2.45,0,55.9,1,Primaria_Completa,1
14,F,Urbana,Premedia,9,Particular,0,0,2.81,2.88,0,74.6,1,Secundaria_Completa,0
18,M,Urbana,Media,12,Oficial,0,1,4.74,5.0,0,63.5,2,Secundaria_Incompleta,1
13,M,Urbana,Premedia,8,Oficial,0,0,4.72,4.44,0,87.0,3,Universidad,0
11,F,Urbana,Primaria,6,Oficial,0,0,5.0,5.0,0,85.4,3,Secundaria_Completa,0
20,F,Rural,Media,12,Oficial,0,3,1.83,1.18,3,63.2,1,Secundaria_Incompleta,0
11,F,Urbana,Primaria,6,Particular,2,0,2.66,2.31,3,69.2,1,Primaria_Completa,0
16,F,Urbana,Premedia,9,Particular,0,2,2.39,2.43,0,71.5,1,Primaria_Incompleta,0
17,M,Urbana,Media,12,Oficial,0,0,3.38,3.25,0,84.0,2,Secundaria_Incompleta,0
9,F,Urbana,Primaria,4,Oficial,0,0,4.67,4.45,0,87.4,2,Secundaria_Completa,0
9,M,Rural,Primaria,4,Oficial,0,0,2.95,2.51,3,78.1,3,Secundaria_Completa,0
8,M,Urbana,Primaria,3,Oficial,0,0,3.75,2.97,0,92.5,2,Secundaria_Completa,0
13,M,Urbana,Premedia,8,Oficial,0,0,4.79,4.58,0,78.7,3,Universidad,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.95,3.96,0,66.6,1,Secundaria_Completa,1
10,F,Urbana,Primaria,5,Oficial,0,0,2.29,2.68,0,70.5,1,Primaria_Completa,0
17,M,Rural,Media,12,Oficial,0,0,4.26,4.25,0,93.8,2,Secundaria_Completa,0
6,F,Urbana,Primaria,1,Particular,0,0,2.19,2.09,0,51.5,1,Secundaria_Incompleta,0
13,M,Rural,Premedia,8,Oficial,0,0,3.02,2.8,0,77.7,1,Primaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,0,0,2.99,3.46,0,81.1,1,Secundaria_Incompleta,0
14,F,Urbana,Premedia,9,Oficial,0,0,3.42,3.78,0,60.4,1,Primaria_Completa,1
8,F,Urbana,Primaria,3,Particular,0,0,4.88,5.0,0,93.0,3,Secundaria_Completa,0
11,M,Rural,Primaria,6,Oficial,0,0,4.25,5.0,0,92.4,2,Secundaria_Completa,0
15,M,Urbana,Premedia,9,Oficial,0,1,1.86,1.55,1,70.0,1,Primaria_Completa,0
8,F,Rural,Primaria,3,Particular,0,0,3.36,3.37,0,76.1,1,Secundaria_Completa,0
9,F,Rural,Primaria,1,Oficial,1,3,2.52,2.19,0,79.2,1,Secundaria_Incompleta,0
15,M,Rural,Media,10,Oficial,0,0,4.27,4.94,0,87.4,2,Secundaria_Completa,0
10,M,Urbana,Primaria,5,Oficial,0,0,3.75,3.8,0,88.7,2,Secundaria_Completa,0
15,F,Rural,Media,10,Oficial,0,0,3.73,3.5,1,65.9,1,Secundaria_Incompleta,1
18,F,Rural,Media,11,Oficial,0,2,4.13,4.29,0,90.3,2,Universidad,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.2,3.31,0,88.5,1,Secundaria_Completa,0
7,F,Rural,Primaria,2,Oficial,0,0,5.0,5.0,0,96.5,2,Universidad,0
14,F,Rural,Premedia,9,Oficial,0,0,3.48,3.26,3,59.0,1,Primaria_Completa,1
17,M,Urbana,Media,10,Oficial,1,2,1.52,1.66,1,60.8,1,Primaria_Completa,1
14,F,Urbana,Premedia,9,Oficial,0,0,3.18,3.17,0,88.5,2,Secundaria_Completa,0
10,M,Urbana,Primaria,3,Oficial,0,2,2.19,2.33,3,65.4,1,Secundaria_Incompleta,0
14,F,Urbana,Premedia,7,Oficial,0,2,2.65,1.95,1,83.2,1,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Particular,0,0,2.57,2.83,3,84.4,2,Secundaria_Completa,0
9,F,Urbana,Primaria,4,Oficial,0,0,3.64,3.9,0,81.2,1,Primaria_Completa,0
17,M,Urbana,Premedia,9,Oficial,0,3,3.68,2.86,0,62.3,1,Primaria_Completa,1
16,M,Urbana,Media,11,Oficial,2,0,2.9,2.14,0,70.3,1,Secundaria_Completa,0
8,F,Urbana,Primaria,3,Oficial,0,0,4.66,4.75,0,80.8,3,Universidad,0
11,F,Urbana,Primaria,6,Oficial,0,0,2.86,2.82,2,84.4,1,Secundaria_Completa,0
14,M,Rural,Premedia,9,Oficial,0,0,2.72,2.93,0,64.7,1,Secundaria_Incompleta,1
15,F,Urbana,Premedia,7,Oficial,0,3,2.76,3.65,0,66.8,1,Primaria_Completa,1
8,M,Urbana,Primaria,3,Oficial,0,0,4.13,4.46,0,79.5,3,Universidad,0
14,M,Urbana,Premedia,9,Oficial,0,0,3.75,3.28,0,75.9,1,Primaria_Incompleta,0
12,F,Rural,Premedia,7,Oficial,0,0,3.39,3.22,0,73.9,1,Secundaria_Incompleta,0
17,M,Rural,Media,10,Oficial,0,2,2.79,3.23,1,63.2,1,Primaria_Completa,1
12,F,Urbana,Premedia,7,Oficial,0,0,4.57,4.44,0,79.5,3,Secundaria_Completa,0
12,M,Rural,Premedia,7,Oficial,0,0,3.12,2.66,0,84.9,2,Secundaria_Completa,0
9,M,Rural,Primaria,4,Particular,0,0,2.63,2.68,0,67.3,1,Primaria_Completa,0
8,M,Urbana,Primaria,3,Oficial,0,0,4.01,3.84,0,78.6,1,Primaria_Completa,0
9,F,Rural,Primaria,4,Oficial,2,0,2.37,2.2,1,72.3,1,Secundaria_Incompleta,0
8,F,Urbana,Primaria,3,Oficial,0,0,2.48,2.07,2,63.0,1,Primaria_Completa,0
7,M,Urbana,Primaria,2,Oficial,0,0,3.59,3.15,0,77.5,2,Secundaria_Completa,0
14,M,Urbana,Premedia,7,Particular,0,2,3.09,3.16,1,57.5,1,Secundaria_Incompleta,1
17,M,Rural,Media,12,Oficial,0,0,4.2,4.11,0,67.7,1,Secundaria_Incompleta,1
12,M,Urbana,Premedia,7,Oficial,0,0,3.56,4.11,0,76.3,1,Secundaria_Incompleta,0
13,F,Rural,Premedia,8,Oficial,0,0,3.18,3.66,0,70.8,1,Secundaria_Incompleta,0
15,M,Rural,Media,10,Oficial,0,0,4.17,3.7,0,85.6,3,Secundaria_Completa,0
8,F,Rural,Primaria,3,Particular,0,0,3.9,3.9,0,81.9,2,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,0,0,3.0,2.41,0,57.6,1,Secundaria_Completa,1
13,M,Urbana,Premedia,8,Oficial,0,0,3.43,3.26,0,81.8,2,Universidad,0
17,M,Urbana,Media,10,Oficial,0,2,4.44,5.0,0,59.8,1,Secundaria_Completa,1
16,M,Urbana,Media,11,Oficial,0,0,3.68,4.2,0,62.5,1,Secundaria_Incompleta,1
10,F,Urbana,Primaria,5,Particular,0,0,3.97,3.82,0,83.2,3,Universidad,1
16,F,Urbana,Media,11,Oficial,0,0,2.77,2.84,0,60.1,1,Secundaria_Incompleta,1
12,F,Urbana,Premedia,7,Oficial,3,0,2.45,2.04,0,86.9,2,Universidad,0
16,F,Urbana,Premedia,9,Oficial,0,2,3.9,3.42,0,75.6,1,Secundaria_Completa,0
19,M,Urbana,Media,11,Oficial,0,3,2.79,2.54,0,54.7,1,Primaria_Completa,1
8,M,Rural,Primaria,1,Oficial,0,2,3.01,2.79,0,85.3,2,Secundaria_Completa,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.47,4.49,1,70.4,2,Secundaria_Completa,1
14,M,Urbana,Premedia,8,Oficial,0,1,2.77,2.97,0,67.9,1,Primaria_Completa,1
15,F,Urbana,Premedia,7,Oficial,0,3,4.36,4.16,0,60.0,1,Primaria_Completa,1
13,M,Urbana,Primaria,6,Oficial,0,2,4.07,4.06,0,72.3,2,Secundaria_Incompleta,1
13,F,Urbana,Premedia,8,Oficial,2,0,2.66,1.72,0,72.0,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,2.44,3.25,0,69.2,1,Primaria_Completa,0
7,M,Urbana,Primaria,2,Oficial,0,0,5.0,3.43,0,85.1,3,Secundaria_Completa,0
14,F,Rural,Premedia,9,Oficial,2,0,1.99,1.7,2,78.7,2,Universidad,0
7,F,Urbana,Primaria,2,Oficial,0,0,3.63,3.5,0,84.4,3,Universidad,0
8,M,Urbana,Primaria,3,Particular,0,0,3.88,4.2,0,95.1,2,Secundaria_Completa,0
15,F,Urbana,Media,10,Oficial,0,0,2.92,2.63,0,71.5,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,4.5,5.0,0,85.6,3,Secundaria_Completa,0
11,F,Urbana,Primaria,6,Oficial,0,0,4.26,4.61,3,75.1,2,Secundaria_Completa,0
11,M,Urbana,Primaria,4,Oficial,0,2,3.62,3.41,0,87.0,3,Universidad,0
14,F,Rural,Premedia,7,Oficial,0,2,3.65,3.98,0,90.7,2,Secundaria_Completa,0
14,M,Rural,Premedia,9,Oficial,0,0,3.13,3.45,0,63.3,1,Primaria_Completa,1
17,M,Urbana,Media,12,Oficial,0,0,3.72,4.57,0,53.1,1,Secundaria_Incompleta,1
15,F,Urbana,Media,10,Oficial,0,0,3.39,3.45,2,65.7,1,Secundaria_Completa,1
16,F,Rural,Media,11,Oficial,0,0,3.82,3.61,0,66.5,1,Primaria_Completa,1
8,F,Rural,Primaria,3,Oficial,0,0,3.82,3.19,2,71.4,2,Secundaria_Incompleta,1
9,M,Rural,Primaria,4,Oficial,0,0,2.39,2.13,0,66.4,1,Secundaria_Completa,0
7,M,Urbana,Primaria,1,Oficial,0,1,2.29,2.55,0,66.3,1,Secundaria_Completa,1
15,M,Rural,Media,10,Oficial,0,0,2.88,2.59,1,71.0,1,Secundaria_Incompleta,1
14,M,Urbana,Premedia,9,Oficial,0,0,3.4,3.73,0,76.2,1,Secundaria_Incompleta,0
16,F,Urbana,Media,10,Oficial,0,1,3.28,3.31,0,86.7,1,Secundaria_Incompleta,0
6,F,Urbana,Primaria,1,Oficial,0,0,2.84,2.54,0,82.7,2,Secundaria_Incompleta,0
13,F,Rural,Primaria,6,Oficial,0,2,3.4,3.46,3,65.7,1,Secundaria_Incompleta,0
15,F,Urbana,Premedia,7,Oficial,0,3,2.9,2.68,0,58.3,1,Secundaria_Incompleta,1
14,F,Urbana,Premedia,9,Oficial,0,0,4.66,4.54,0,83.2,3,Secundaria_Completa,1
15,M,Urbana,Media,10,Oficial,0,0,3.29,2.89,0,78.9,1,Primaria_Completa,0
9,M,Urbana,Primaria,2,Particular,0,2,3.61,3.46,0,72.8,2,Secundaria_Completa,1
14,M,Urbana,Premedia,8,Oficial,0,1,3.41,3.92,0,64.1,1,Primaria_Completa,1
10,M,Urbana,Primaria,2,Oficial,0,3,4.56,4.15,0,75.5,1,Secundaria_Completa,0
8,F,Urbana,Primaria,2,Oficial,0,1,2.89,2.97,0,75.1,1,Secundaria_Incompleta,0
15,F,Rural,Premedia,7,Particular,0,3,3.13,3.15,0,73.1,1,Secundaria_Incompleta,0
16,F,Rural,Premedia,9,Oficial,0,2,1.48,1.38,0,68.3,1,Primaria_Incompleta,0
13,M,Urbana,Premedia,8,Oficial,0,0,3.49,3.25,0,79.4,1,Universidad,0
15,M,Rural,Premedia,8,Oficial,0,2,3.53,4.19,0,79.8,2,Universidad,1
9,M,Urbana,Primaria,3,Particular,1,1,3.2,2.29,0,70.6,1,Secundaria_Incompleta,0
11,M,Urbana,Primaria,6,Oficial,0,0,4.69,4.35,0,95.4,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,2.51,3.39,0,65.3,1,Secundaria_Incompleta,0
12,M,Urbana,Premedia,7,Oficial,0,0,2.53,2.68,3,64.3,1,Secundaria_Incompleta,0
17,M,Urbana,Media,12,Particular,0,0,3.15,2.87,3,71.5,1,Secundaria_Incompleta,0
13,M,Rural,Primaria,6,Oficial,0,2,2.91,2.88,2,74.2,1,Primaria_Incompleta,0
6,M,Rural,Primaria,1,Oficial,1,0,2.1,2.29,3,56.5,1,Primaria_Completa,1
13,M,Urbana,Premedia,8,Oficial,0,0,5.0,5.0,0,100.0,3,Universidad,0
12,F,Rural,Premedia,7,Oficial,0,0,3.81,4.5,0,82.4,1,Secundaria_Completa,0
14,F,Urbana,Premedia,9,Particular,0,0,3.7,3.66,0,92.2,2,Universidad,0
13,F,Rural,Premedia,8,Oficial,0,0,5.0,4.7,0,83.6,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,4.32,3.89,0,95.7,2,Secundaria_Incompleta,0
19,M,Rural,Media,11,Oficial,0,3,3.29,3.35,0,64.7,1,Primaria_Completa,1
12,F,Rural,Primaria,6,Particular,0,1,3.28,3.22,0,76.1,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,2.99,2.93,0,71.8,1,Secundaria_Completa,0
7,F,Rural,Primaria,2,Oficial,0,0,2.3,1.88,3,68.6,1,Primaria_Completa,0
8,F,Rural,Primaria,1,Oficial,0,2,4.5,4.48,0,81.6,1,Secundaria_Completa,0
9,M,Urbana,Primaria,4,Particular,0,0,2.29,1.72,2,65.9,1,Secundaria_Incompleta,0
10,F,Urbana,Primaria,5,Oficial,0,0,3.48,3.63,0,69.1,1,Secundaria_Incompleta,0
14,F,Rural,Premedia,9,Particular,0,0,4.38,3.94,0,88.4,2,Universidad,1
14,M,Urbana,Premedia,9,Oficial,0,0,5.0,4.89,0,83.2,3,Universidad,0
13,F,Urbana,Premedia,8,Oficial,0,0,3.85,4.09,0,87.8,2,Secundaria_Completa,0
17,F,Rural,Media,12,Oficial,0,0,5.0,5.0,0,100.0,2,Universidad,0
8,M,Urbana,Primaria,3,Oficial,0,0,3.38,3.5,3,82.4,2,Secundaria_Completa,0
15,M,Rural,Media,10,Oficial,0,0,3.02,2.86,0,53.9,1,Secundaria_Incompleta,1
15,M,Urbana,Media,10,Oficial,0,0,4.28,4.08,2,80.3,1,Secundaria_Incompleta,0
8,F,Urbana,Primaria,2,Oficial,0,1,3.95,3.74,2,62.9,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,2.33,2.52,3,63.0,1,Secundaria_Incompleta,0
15,M,Urbana,Media,10,Oficial,0,0,3.33,2.54,0,84.0,2,Secundaria_Incompleta,0
6,M,Urbana,Primaria,1,Oficial,0,0,3.16,3.23,0,72.6,1,Secundaria_Incompleta,0
15,M,Rural,Premedia,9,Particular,0,1,2.54,2.75,0,76.2,1,Secundaria_Incompleta,0
7,F,Urbana,Primaria,1,Particular,0,1,4.82,5.0,0,86.4,3,Universidad,0
14,F,Urbana,Premedia,9,Oficial,2,0,2.64,2.24,3,72.1,1,Secundaria_Completa,1
10,F,Rural,Primaria,5,Oficial,0,0,3.65,3.82,0,83.7,3,Universidad,0
